Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Check login and swipe button,,,,2019-08-27 11:10:57,2019-08-27 11:11:40,43.192s,INCOMPLETE
,,,,,,,
Test Cases/Mobile Drivers/Login/Login Drivers,,,,2019-08-27 11:10:57,2019-08-27 11:11:40,43.001s,PASSED
"runFeatureFile(""Include/features/Mobile/Drivers V2/Login/LoginDrivers.feature"", STOP_ON_FAILURE)",,,,2019-08-27 11:10:57,2019-08-27 11:11:40,42.781s,PASSED
