Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Check login and swipe button,,,,2019-08-27 11:33:15,2019-08-27 11:33:48,32.925s,INCOMPLETE
,,,,,,,
Test Cases/Mobile Drivers/Login/Login Drivers,,,,2019-08-27 11:33:15,2019-08-27 11:33:48,32.778s,FAILED
"runFeatureFile(""Include/features/Mobile/Drivers V2/Login/LoginDrivers.feature"", STOP_ON_FAILURE)",,,,2019-08-27 11:33:15,2019-08-27 11:33:48,32.566s,FAILED
